Unnamed:_0,Qubit,T1_us,T2_us,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,_x_sx_error_,P_Value,Zero,One,Quality,abs,One_pred,RSE
51,25,213.10008177147807,214.97895745808407,0.0081999999999999,0.0092,0.0072,0.0001997416674999,0.0013261275163545,10227,9773,0,454,9906,17689
52,26,219.62803350377453,99.1169433243085,0.014404296875,0.0107421875,0.01806640625,0.000557874937009,0.0029794666563329,10210,9790,0,420,9969,32041
53,26,201.77862814514555,111.7846024582242,0.0131999999999999,0.0234,0.003,0.0005804951562454,7.069334584775139e-05,10281,9719,0,562,9753,1156
54,27,332.557869074629,85.03105020263008,0.02978515625,0.0234375,0.0361328125,0.000294284489091,2.3185041261098583e-06,9666,10334,0,668,9999,112225
55,27,334.32316153631774,75.71208309358087,0.0466999999999999,0.0448,0.0486,0.0010823300318048,1.120297235526249e-22,9307,10693,0,1386,9906,619369
56,28,133.1504765786334,13.080782805984336,0.009,0.0122,0.0058,0.0007595681908885,0.0639368772268005,10131,9869,1,262,9864,25
57,28,162.32937852863975,10.93371745807039,0.010009765625,0.0087890625,0.01123046875,0.0002304421589034,0.581261299930204,9961,10039,1,78,9938,10201
58,29,263.4147997986309,183.5994925204549,0.0128,0.0144,0.0112,0.0002398904963465,0.1932322784522383,9908,10092,1,184,9892,40000
59,29,370.3552342447836,291.9396826793077,0.013427734375,0.01611328125,0.0107421875,0.0001324387905479,0.3153344497825558,10071,9929,1,142,9875,2916
60,30,241.1891709937709,127.16372945099214,0.0647999999999999,0.0766,0.053,0.0016334954345116,0.0155929924551316,10171,9829,1,342,9670,25281
61,30,261.38301339728554,136.0188136677001,0.080078125,0.076171875,0.083984375,0.0008176402826895,2.444826505753783e-07,9635,10365,0,730,9909,207936
62,31,348.4274771920665,163.21716314057332,0.0147,0.0178,0.0116,0.0003144129240637,0.2461892491250376,9918,10082,1,164,9866,46656
63,31,329.44374555262414,149.60927895829292,0.009521484375,0.01611328125,0.0029296875,0.0006914961450172,0.86524164818008,10012,9988,1,24,9812,30976
64,32,320.63676515264206,105.41346912633394,0.04248046875,0.0439453125,0.041015625,0.0001690132228895,0.6206179464376897,9965,10035,1,70,9867,28224
65,32,316.32686993921106,98.36629237799556,0.0191999999999999,0.029,0.0094,0.0001395752559647,5.188629341047273e-08,9615,10385,0,770,9759,391876
66,33,391.2205240158313,260.77675377180896,0.002197265625,0.00244140625,0.001953125,0.0001092971398293,0.0009838049934501,9767,10233,0,466,9924,95481
67,33,47.0730869763941,74.60216696582914,0.0102999999999999,0.0186,0.002,0.0012668643440829,1.0000477140569342e-09,10432,9568,0,864,9778,44100
68,34,365.1162427283113,171.38030866925735,0.011962890625,0.01123046875,0.0126953125,0.0002365012759284,0.9211422802291092,9993,10007,1,14,9929,6084
69,34,289.6564024064034,170.22587624431435,0.0081999999999999,0.0108,0.0056,0.0002074921388124,0.1338564133648919,10106,9894,1,212,9881,169
70,35,309.52736654464366,66.3952596693868,0.00927734375,0.01123046875,0.00732421875,0.0003072093656103,0.0031195394756222,10209,9791,0,418,9889,9604
71,35,224.47899633983272,90.4117205150513,0.0047,0.0068,0.0026,0.0004795003714824,0.1491619822990579,10102,9898,1,204,9889,81
72,36,345.941238680082,189.7702843783929,0.008544921875,0.01171875,0.00537109375,0.0002181763292606,0.1491619822990579,10102,9898,1,204,9871,729
73,36,248.62917811114443,135.91729983733694,0.0542,0.1064,0.002,0.0010665990175653,0.2888443663464849,10075,9925,1,150,9055,756900
74,37,420.7135575419307,245.14258469459392,0.02734375,0.0185546875,0.0361328125,0.0013922170531645,3.9919157769141815e-11,10467,9533,0,934,10028,245025
75,37,453.0573327835605,276.8250752135915,0.0164999999999999,0.0206,0.0124,0.0022196890940346,9.005472353522979e-08,10378,9622,0,756,9828,42436
76,38,491.32913577783,345.664716122354,0.0087890625,0.01025390625,0.00732421875,0.0009704633228652,0.0005891976143057,9757,10243,0,486,9889,125316
77,38,471.4830500122439,340.7177787536795,0.0116,0.0176,0.0056,0.0013672065693721,0.0001686894730386,10266,9734,0,532,9812,6084
78,39,479.4938591258113,59.70017862709077,0.0053999999999999,0.008,0.0028,0.0009304982638291,0.0219619116267965,9838,10162,1,324,9875,82369
79,39,483.4137225482638,67.42686637406638,0.010009765625,0.0146484375,0.00537109375,0.0011112661171307,8.96956555326501e-06,9686,10314,0,628,9837,227529
80,40,337.3254197904221,32.608481067193914,0.019287109375,0.029296875,0.00927734375,0.0006658792618911,3.6354730724521823e-05,10292,9708,0,584,9750,1764
81,40,383.02857490914784,30.514822129904285,0.0057,0.0078,0.0036,0.0002337033562573,0.0022528477627923,10216,9784,0,432,9890,11236
82,41,291.4894407662841,466.0764009444199,0.008,0.0136,0.0024,9.25694630195e-05,0.0007249363295808,10239,9761,0,478,9835,5476
83,41,290.2414667123466,380.4882364584848,0.00390625,0.0048828125,0.0029296875,0.0001369076791353,0.3579706726443282,10065,9935,1,130,9911,576
84,42,205.4471863214168,82.25441035769879,0.0031999999999999,0.0054,0.001,0.000159784669073,0.0403049743625407,10145,9855,1,290,9892,1369
85,42,283.23425009827747,79.70553005998471,0.002197265625,0.0029296875,0.00146484375,0.0001708036336303,0.9211422802291092,9993,10007,1,14,9916,8281
86,43,316.58631167489835,243.64277209290512,0.00244140625,0.0029296875,0.001953125,0.0001554790372631,0.0008452233592249,10236,9764,0,472,9919,24025
87,43,296.5571325974068,185.6937292001305,0.005,0.0082,0.0018,0.000200214286542,0.0128097247688698,10176,9824,1,352,9874,2500
88,44,40.8672850153776,47.17494507706752,0.0724,0.1108,0.034,0.0007281440743607,4.957873683583981e-37,10899,9101,0,1798,9257,24336
89,44,39.69521016980303,68.3005344813996,0.061767578125,0.07080078125,0.052734375,0.0006410913717374,0.0078437772447063,9812,10188,0,376,9726,213444
90,45,259.9404817933517,106.77627857432144,0.0028,0.005,0.0006,0.0002106559414299,3.418276664265998e-05,10293,9707,0,586,9892,34225
91,45,226.9641046870836,135.30753161165268,0.0048828125,0.0048828125,0.0048828125,0.0001978502496521,0.0092640524466373,10184,9816,0,368,9924,11664
92,46,369.1163126264596,65.87074531771347,0.00390625,0.00439453125,0.00341796875,0.0005694031232303,6.909522774735426e-07,10351,9649,0,702,9914,70225
93,46,402.5889666546907,54.21561836444542,0.0080999999999999,0.0144,0.0018,0.0015583019958972,0.1932322784522383,10092,9908,1,184,9808,10000
94,47,382.95928050822,113.3214745703488,0.038818359375,0.02685546875,0.05078125,0.001017780240402,0.7772974107895215,9980,10020,1,40,10071,2601
95,47,352.1670927515764,118.86781989218264,0.0256999999999999,0.038,0.0134,0.0023504998384085,2.906803923050768e-51,11065,8935,0,2130,9690,570025
96,48,287.6713075816916,84.03723882608601,0.00390625,0.005859375,0.001953125,0.0002050934362658,0.0227931634173814,10161,9839,1,322,9895,3136
97,48,277.1079513657119,83.5146618473864,0.0059,0.0116,0.0002,0.000327616582212,0.0175072129975351,10168,9832,1,336,9833,1
98,49,75.74210716475224,70.49181483833824,0.024,0.0382,0.0098,0.0006387194828518,2.334411838456016e-18,10618,9382,0,1236,9680,88804
99,49,232.89342563742764,78.99620754834899,0.016845703125,0.01611328125,0.017578125,0.0002263825024575,0.004888586800383,10199,9801,0,398,9924,15129
100,50,284.2040759075488,93.2450733831118,0.007,0.0086,0.0054,0.0001492907456387,0.0338948535246893,10150,9850,1,300,9898,2304
101,50,373.507132808728,89.31684600261572,0.006103515625,0.0087890625,0.00341796875,0.0001690641294492,0.0896860217703646,10120,9880,1,240,9882,4
102,51,257.80816089543686,70.28682559650808,0.0611,0.0636,0.0586,0.0002059141647595,9.350339610516072e-11,9542,10458,0,916,9834,389376
103,51,257.80816089543686,73.98682233210822,0.058349609375,0.0517578125,0.06494140625,0.0001969247301152,5.548164365900953e-07,9646,10354,0,708,9978,141376
104,52,318.9619849940503,39.45160759764023,0.1062999999999999,0.1022,0.1104,0.0006265670669034,0.3729535566618044,10063,9937,1,126,9890,2209
105,52,289.8840118276489,33.810877632179384,0.093505859375,0.087890625,0.09912109375,0.0004467187878395,0.0003280208376569,10254,9746,0,508,9928,33124
106,53,391.3459219852715,513.7918019772176,0.0087890625,0.0078125,0.009765625,0.0001176309001583,0.0096531948669693,10183,9817,0,366,9937,14400
107,53,308.7278040747683,403.8892267957536,0.0043999999999999,0.0068,0.002,0.0001238513631203,1.0225637666313622e-05,10312,9688,0,624,9888,40000
108,54,302.46170045346724,18.026000275562804,0.0107421875,0.01220703125,0.00927734375,0.0002406773299573,0.0923917140283149,10119,9881,1,238,9896,225
109,54,395.3411062960901,21.475145259320545,0.0128,0.014,0.0116,0.0003860810496375,0.0029794666563329,10210,9790,0,420,9896,11236
110,55,166.84510817412897,36.552515349844654,0.0098,0.0184,0.0012,0.0003204606637055,4.0829291882580655e-10,10442,9558,0,884,9784,51076
111,55,357.1161090057925,42.144531061604525,0.02734375,0.02490234375,0.02978515625,0.0001377291214908,0.0066217749430152,10192,9808,0,384,9942,17956
112,56,180.6980995857901,239.4020673680928,0.0078125,0.01318359375,0.00244140625,0.0003347842737957,2.6636029656044485e-06,10332,9668,0,664,9836,28224
113,56,252.7676216934641,325.328600148518,0.0056,0.0088,0.0024,0.0005827426861536,4.788469521289847e-07,10356,9644,0,712,9869,50625
114,57,260.5170626943087,55.891498844340944,0.005615234375,0.00927734375,0.001953125,0.0004308096791631,7.658618933024527e-12,10484,9516,0,968,9864,121104
115,57,325.41439955162525,45.39351933600224,0.0052999999999999,0.0086,0.002,0.0007870638989866,2.321673223664944e-08,10395,9605,0,790,9866,68121
116,58,268.3215994955801,44.53255083269776,0.0048828125,0.00537109375,0.00439453125,0.0005912960816771,0.0304837909066643,10153,9847,1,306,9912,4225
117,58,268.4054656704171,38.23945273659752,0.0059,0.0086,0.0032,0.0006261133169421,1.7140859653948126e-05,10304,9696,0,608,9877,32761
118,59,322.7154051717627,90.22591922849612,0.0078125,0.0068359375,0.0087890625,0.0001885712186463,0.4040635028020915,10059,9941,1,118,9937,16
119,59,302.66356727472123,81.40676409227983,0.0023999999999999,0.0038,0.001,0.0001649691890019,0.2185601545094493,10087,9913,1,174,9905,64
120,60,267.4837088322658,393.3572294478523,0.0053999999999999,0.0064,0.0044,0.0001133848697405,0.0315865030798768,10152,9848,1,304,9909,3721
121,60,273.038109686163,449.95737430428704,0.00927734375,0.0166015625,0.001953125,0.0001593658435641,0.0245379841783323,10159,9841,1,318,9806,1225
122,61,307.51754275427044,172.13936217736517,0.0146484375,0.0107421875,0.0185546875,0.0002192863439092,0.1614919304446302,10099,9901,1,198,9976,5625
123,61,329.0200361877782,144.72637081963748,0.0174999999999999,0.032,0.003,0.000255982155983,0.0580862847416347,10134,9866,1,268,9686,32400
124,62,287.10008549526685,26.973170940958774,0.0458984375,0.037109375,0.0546875,0.0006862939039704,0.7772974107895215,10020,9980,1,40,10018,1444
125,62,259.1189678306923,25.43177661958888,0.027,0.03,0.024,0.0005837113120032,1.521993362862291e-06,10340,9660,0,680,9853,37249
126,63,188.82752787332217,169.07567220404547,0.00341796875,0.0048828125,0.001953125,0.0004465806588605,0.0072095707647425,10190,9810,0,380,9900,8100
127,63,295.56363154654804,171.28902505873484,0.004,0.0054,0.0026,0.0002883842534131,0.000452764186334,10248,9752,0,496,9902,22500
128,64,238.34578009384333,39.90751653698997,0.00439453125,0.00732421875,0.00146484375,0.0002218226419547,0.3153344497825558,10071,9929,1,142,9879,2500
129,64,313.7637463583261,37.18866163803872,0.0071999999999999,0.0116,0.0028,0.0002553783234537,0.9211422802291092,10007,9993,1,14,9853,19600
130,65,271.9780273965405,359.76823556323126,0.0021999999999999,0.0044,0.0,0.0002079426842358,0.0081792523892932,10187,9813,0,374,9892,6241
131,65,304.50386780018,432.5222714321606,0.014892578125,0.0126953125,0.01708984375,0.0001595588062125,0.0002232886092917,10261,9739,0,522,9950,44521
132,66,273.12710655528247,87.8284766062824,0.0163999999999999,0.0162,0.0166,0.0013313433024483,0.0338948535246893,10150,9850,1,300,9904,2916
133,66,368.5414334641853,100.39722573991445,0.016357421875,0.0146484375,0.01806640625,0.001581173670396,0.4283842361762316,10056,9944,1,112,9925,361
134,67,245.1382465075397,73.908107136938,0.0139,0.0202,0.0076,0.0004491330035967,1.835388568928668e-19,10638,9362,0,1276,9815,205209
135,67,270.23254829586847,84.09293131745733,0.009765625,0.0078125,0.01171875,0.0001996132772816,0.0923917140283149,10119,9881,1,238,9950,4761
136,68,364.7503753481034,95.14978908555318,0.017578125,0.0205078125,0.0146484375,0.0002094703105392,0.0219619116267965,10162,9838,1,324,9867,841
137,68,247.84393006546088,89.17377512254086,0.0152999999999999,0.014,0.0166,0.0002413384242235,0.0724863707045753,10127,9873,1,254,9935,3844
138,69,305.5324263077249,103.83626143043412,0.004638671875,0.00244140625,0.0068359375,0.0001463196991432,0.0027163932148393,10212,9788,0,424,9959,29241
139,69,192.54959970005345,91.94431928872974,0.0029,0.0048,0.001,0.0002633581866426,0.3085668768612489,10072,9928,1,144,9896,1024
140,70,283.9413510019432,72.35346534108756,0.0050999999999999,0.009,0.0012,0.0002027976935862,0.0003280208376569,10254,9746,0,508,9863,13689
141,70,317.9991373410623,69.14902399101443,0.00390625,0.00439453125,0.00341796875,0.000173654537704,3.302509890833653e-07,10361,9639,0,722,9918,77841
142,71,242.54143052777297,52.75529351815917,0.072998046875,0.06640625,0.07958984375,0.000399209245015,4.020182667952531e-06,9674,10326,0,652,9962,132496
143,71,274.07588928558386,38.90177022678845,0.0709999999999999,0.0678,0.0742,0.0008144037944752,1.5218750400522597e-11,10477,9523,0,954,9907,147456
144,72,322.73642570709654,168.50137071444087,0.0048,0.0092,0.0004,0.0005373953431603,0.0001686894730386,10266,9734,0,532,9852,13924
145,72,302.83515004904405,318.26992986537505,0.002197265625,0.0029296875,0.00146484375,0.0001422561846458,0.0144215001718195,10173,9827,1,346,9916,7921
146,73,172.01797867963052,99.32490246192508,0.0069,0.0104,0.0034,0.0001797324185436,0.0039141904876804,10204,9796,0,408,9868,5184
147,73,268.47921976647893,113.41233413536872,0.04638671875,0.02978515625,0.06298828125,0.0001871619264733,0.0188950786886779,9834,10166,1,332,10145,441
148,74,240.49221120178584,221.0365759104823,0.0242999999999999,0.0262,0.0224,0.000234001987494,0.0001888193387315,10264,9736,0,528,9876,19600
149,74,328.2079023612338,312.89275512552825,0.075927734375,0.05859375,0.09326171875,8.1053655144e-05,0.3506233120370458,10066,9934,1,132,10131,38809
150,75,185.77303858727788,161.0364307055818,0.0030999999999999,0.0046,0.0016,0.0001325608225854,0.0022528477627923,10216,9784,0,432,9903,14161
151,75,260.79589607747624,205.92116507859728,0.001708984375,0.00146484375,0.001953125,0.0002465651296673,0.0006537984174353,10241,9759,0,482,9930,29241
152,76,313.8197744101741,327.6294102358207,0.01025390625,0.01025390625,0.01025390625,0.0002320911375983,0.0019540567571985,10219,9781,0,438,9919,19044
153,76,262.6316955771351,270.7049987331865,0.0032999999999999,0.0062,0.0004,0.000317740373633,0.0003654991765347,10252,9748,0,504,9879,17161
154,77,248.14444588697103,219.17469967087823,0.019287109375,0.015625,0.02294921875,0.0007022163033672,0.581261299930204,10039,9961,1,78,9963,4
155,77,442.5486331153666,329.00870525657666,0.0482,0.0388,0.0576,0.0005858426727532,0.0294143101386362,9846,10154,1,308,10027,16129
156,78,507.3540305390704,368.0389709086804,0.0048,0.0086,0.001,0.0001772483368993,0.0058206664078108,10195,9805,0,390,9865,3600
157,78,348.71922727679066,424.7271325896541,0.02099609375,0.01318359375,0.02880859375,9.93178149416e-05,0.6306354706553414,9966,10034,1,68,10032,4
158,79,263.96968231396505,64.5080094966871,0.037109375,0.03076171875,0.04345703125,0.0006509555042448,0.8541328851643043,10013,9987,1,26,9989,4
159,79,215.84140449188405,78.51215251298886,0.0558999999999999,0.0774,0.0344,0.001106721345813,0.0002111910557762,10262,9738,0,524,9532,42436
160,80,2.8499822230799468,8.51202126882876,0.3877,0.421,0.3544,0.1048126122312901,0.0,14168,5832,0,8336,7916,4343056
161,80,5.021048881124914,8.51202126882876,0.3388671875,0.3310546875,0.3466796875,0.0885950813553599,0.0819498958732386,10123,9877,1,246,8779,1205604
162,81,234.48245033989247,77.75518902720599,0.0054999999999999,0.0076,0.0034,0.0002180118304266,0.0001888193387315,10264,9736,0,528,9891,24025
163,81,257.07909896788664,59.99099470630893,0.029296875,0.021484375,0.037109375,0.0001925118909577,0.0639368772268005,10131,9869,1,262,10024,24025
164,82,205.52952665694943,102.8538039770874,0.0102999999999999,0.02,0.0006,0.0004731485452921,1.145177858985917e-06,10344,9656,0,688,9765,11881
165,82,269.13251120851544,105.93101933587774,0.01708984375,0.0126953125,0.021484375,0.0003809823861672,0.0162095414092254,10170,9830,1,340,9980,22500
166,83,358.3192606582139,97.08130832152216,0.009765625,0.013671875,0.005859375,0.0002866690497528,0.1657684956597921,10098,9902,1,196,9858,1936
167,83,392.11326905376274,81.8236369780528,0.0169,0.0148,0.019,0.0003187594646351,0.3579706726443282,10065,9935,1,130,9945,100
168,84,286.6296465611215,236.3781068387281,0.007568359375,0.005859375,0.00927734375,0.0001199596074284,0.1745763503561818,10096,9904,1,192,9949,2025
169,84,278.9268680700743,219.90414754937805,0.0080999999999999,0.014,0.0022,0.0001743617270445,3.2751720955202223e-06,10329,9671,0,658,9830,25281
170,85,401.7101445145971,367.9678839997833,0.011474609375,0.01806640625,0.0048828125,0.0006883572177574,1.10801825174431e-27,9229,10771,0,1542,9810,923521
171,85,370.4286113331907,278.1193380663001,0.0026,0.0036,0.0016,0.0001150797193933,0.2185601545094493,10087,9913,1,174,9912,1
172,86,165.80412280340144,159.3513102691381,0.0443999999999999,0.0482,0.0406,0.000754125169807,3.4530692051389786e-12,10492,9508,0,984,9823,99225
173,86,163.65268560981198,133.0365279020961,0.048828125,0.05029296875,0.04736328125,0.0005439387892911,0.7664780770178965,10021,9979,1,42,9857,14884
174,87,182.2050725126784,53.01174612852627,0.0191,0.021,0.0172,0.0004861316499221,0.3085668768612489,10072,9928,1,144,9878,2500
175,87,178.37997858171917,61.28237287333601,0.017822265625,0.01611328125,0.01953125,0.0005957033542664,0.0403049743625407,10145,9855,1,290,9935,6400
176,88,216.0645527034931,40.45022133978011,0.017822265625,0.01953125,0.01611328125,0.0003032206348778,0.8987194060853732,10009,9991,1,18,9885,11236
177,88,224.80540793349937,40.62242738079573,0.0058,0.0084,0.0032,0.0001577637933887,1.7525871668730828e-06,10338,9662,0,676,9883,48841
178,89,307.53608626880884,234.4917533444081,0.0471,0.0438,0.0504,8.29243062419e-05,0.420184193836004,10057,9943,1,114,9938,25
179,89,331.9744611221458,144.0266315904463,0.0546875,0.05322265625,0.05615234375,0.0004524311708951,0.734299941046208,10024,9976,1,48,9899,5929
180,90,204.6372048819516,212.2097413334506,0.0020999999999999,0.004,0.0002,0.0001462338009248,3.7554230748998e-06,10327,9673,0,654,9898,50625
181,90,195.00876057980625,176.68244178269055,0.010009765625,0.0166015625,0.00341796875,0.0002190250487624,0.0013928788834582,10226,9774,0,452,9816,1764
182,91,291.3807068100418,101.47772986735131,0.0050999999999999,0.0086,0.0016,0.0002209802709759,6.27497460547707e-05,10283,9717,0,566,9869,23104
183,91,369.5017952099124,111.42861499154,0.026611328125,0.0498046875,0.00341796875,0.0014319274557349,0.000178487752024,10265,9735,0,530,9529,42436
184,92,262.85092965893074,84.70160813283843,0.017822265625,0.0166015625,0.01904296875,0.000159724481815,0.020378220475768,10164,9836,1,328,9932,9216
185,92,285.6108129908107,89.76345788788348,0.0028,0.0044,0.0012,0.0001766612489364,0.0144215001718195,10173,9827,1,346,9901,5476
186,93,192.4691462000064,119.80130411645848,0.007,0.0122,0.0018,0.0005428847816785,0.1452157885458516,10103,9897,1,206,9837,3600
187,93,233.56684935476505,188.12945811093303,0.01611328125,0.0185546875,0.013671875,0.0005981727881522,0.581261299930204,9961,10039,1,78,9872,27889
188,94,141.13282523637605,160.85717461207182,0.020751953125,0.013671875,0.02783203125,0.0002679545425969,0.4450607495436098,9946,10054,1,108,10019,1225
189,94,256.3981323715894,208.1151417019193,0.0211999999999999,0.0152,0.0272,0.0002193900872371,0.0659920550593476,9870,10130,1,260,10003,16129
