		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 25.375000	M = 13000	N = 8	m = 9	n = 104000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111100110   23   23   23   19   23   19   32   40 14.731597 0.064579 SUCCESS 135
111101000   27   30   25   30   22   17   24   20  6.431388 0.599028 SUCCESS 136
111101010   21   21   30   30   23   26   24   21  4.404712 0.818889 SUCCESS 137
111101100   22   18   26   27   25   28   20   34  7.297054 0.504948 SUCCESS 138
111101110   25   22   20   17   34   28   33   13 16.422191 0.036721 SUCCESS 139
111110000   23   33   27   26   30   24   24   23  3.976971 0.859195 SUCCESS 140
111110010   26   27   16   29   15   18   23   24 11.146721 0.193524 SUCCESS 141
111110100   29   27   26   20   18   25   26   25  4.078814 0.849943 SUCCESS 142
111110110   24   23   29   25   22   25   20   33  4.863005 0.772113 SUCCESS 143
111111000   26   35   26   25   35   23   28   17 10.953220 0.204364 SUCCESS 144
111111010   31   28   27   27   22   24   22   23  3.019646 0.933119 SUCCESS 145
111111100   29   31   31   25   32   28   19   28  7.123921 0.523324 SUCCESS 146
111111110   33   24   31   26   30   32   20   26  7.602583 0.473221 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 25.375000	M = 13000	N = 8	m = 9	n = 104000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   33   29   30   31   26   20   21   26  7.052631 0.530965 SUCCESS   0
000000011   32   23   31   31   30   20   26   27  6.767470 0.561916 SUCCESS   1
000000101   29   37   24   38   37   26   29   24 18.744213 0.016289 SUCCESS   2
000000111   26   28   29   25   20   23   31   20  4.710241 0.788049 SUCCESS   3
000001001   24   26   31   26   22   25   24   36  6.543416 0.586596 SUCCESS   4
000001011   20   32   26   26   36   25   27   23  7.938665 0.439484 SUCCESS   5
000001101   35   26   28   24   24   17   24   24  7.235948 0.511403 SUCCESS   6
000001111   25   23   23   23   20   34   35   19 10.331977 0.242494 SUCCESS   7
000010001   19   28   28   24   27   22   32   22  5.117613 0.744935 SUCCESS   8
000010011   24   20   37   29   26   32   22   31 10.851377 0.210263 SUCCESS   9
000010101   27   22   16   19   21   30   25   35 11.238380 0.188555 SUCCESS  10
000010111   22   24   33   29   29   19   28   21  6.696180 0.569739 SUCCESS  11
000011001   32   23   23   25   17   21   28   28  6.451757 0.596764 SUCCESS  12
000011011   29   31   23   18   25   27   34   27  7.521109 0.481588 SUCCESS  13
000011101   29   26   32   22   31   18   23   20  7.714611 0.461833 SUCCESS  14
000011111   26   23   23   20   22   28   28   23  2.907619 0.940020 SUCCESS  15
000100011   31   18   25   40   24   30   25   23 13.407637 0.098573 SUCCESS  16
000100101   17   23   35   30   30   34   29   29 12.704920 0.122414 SUCCESS  17
000100111   20   26   25   29   28   24   25   29  2.632643 0.955258 SUCCESS  18
000101001   26   23   23   31   30   24   25   22  3.182595 0.922381 SUCCESS  19
000101011   23   23   19   21   25   28   25   27  3.294623 0.914532 SUCCESS  20
000101101   22   38   17   31   34   25   20   26 15.332471 0.052994 SUCCESS  21
000101111   21   29   25   26   27   23   29   20  3.386281 0.907834 SUCCESS  22
000110011   23   30   29   29   26   23   24   27  2.602090 0.956800 SUCCESS  23
000110101   26   21   28   25   20   27   18   20  5.759224 0.674182 SUCCESS  24
000110111   29   27   19   24   22   33   28   25  5.494432 0.703657 SUCCESS  25
000111001   26   35   24   29   26   28   16   31  9.568154 0.296652 SUCCESS  26
000111011   21   33   26   21   22   25   20   16  9.170966 0.328079 SUCCESS  27
000111101   25   20   30   26   24   22   41   14 17.827625 0.022557 SUCCESS  28
000111111   30   23   20   21   19   30   27   28  5.973095 0.650246 SUCCESS  29
001000011   32   24   24   24   19   15   30   34 11.961466 0.152931 SUCCESS  30
001000101   26   35   30   23   27   25   21   20  6.960972 0.540849 SUCCESS  31
001000111   26   27   30   26   20   25   25   18  4.414896 0.817886 SUCCESS  32
001001011   15   27   22   27   30   26   25   31  7.246133 0.510325 SUCCESS  33
001001101   27   15   31   22   22   26   19   33 10.749533 0.216299 SUCCESS  34
001001111   27   22   21   27   28   21   21   39 10.861561 0.209667 SUCCESS  35
001010011   27   22   35   32   33   24   29   29  9.649629 0.290483 SUCCESS  36
001010101   31   25   20   35   31   23   25   25  7.775717 0.455680 SUCCESS  37
001010111   24   21   21   20   30   26   35   32  9.262625 0.320628 SUCCESS  38
001011011   20   32   24   29   28   23   20   29  5.799961 0.669628 SUCCESS  39
001011101   26   25   25   26   26   25   25   20  1.247577 0.996149 SUCCESS  40
001011111   20   23   20   24   24   20   29   26  4.465818 0.812843 SUCCESS  41
001100101   38   24   29   35   21   28   27   31 13.336347 0.100789 SUCCESS  42
001100111   24   27   32   20   32   21   26   29  6.268439 0.617190 SUCCESS  43
001101011   27   22   36   23   27   30   17   17 12.093862 0.147065 SUCCESS  44
001101101   17   15   21   22   25   35   33   28 14.914914 0.060821 SUCCESS  45
001101111   28   25   24   26   23   19   25   28  2.551168 0.959302 SUCCESS  46
001110101   24   33   29   21   24   18   22   32  8.305300 0.404230 SUCCESS  47
001110111   19   26   24   17   24   23   30   20  6.960972 0.540849 SUCCESS  48
001111011   30   19   26   27   21   24   45   20 20.373701 0.009011 FAILURE  49
001111101   20   26   25   29   28   27   25   27  2.235455 0.972929 SUCCESS  50
001111111   21   18   17   24   18   26   26   24  8.254379 0.409025 SUCCESS  51
010000011   26   28   32   24   22   18   28   23  5.351852 0.719392 SUCCESS  52
010000111   27   21   27   29   26   16   27   29  5.769409 0.673044 SUCCESS  53
010001011   26   37   24   25   23   22   23   17  9.384837 0.310878 SUCCESS  54
010001111   21   20   29   22   21   30   29   22  5.606460 0.691219 SUCCESS  55
010010011   30   21   24   25   28   27   19   24  3.854759 0.869984 SUCCESS  56
010010111   27   34   16   22   36   23   32   26 13.815009 0.086716 SUCCESS  57
010011011   25   15   27   28   21   26   20   40 15.464867 0.050712 SUCCESS  58
010011111   17   30   19   33   27   28   18   35 14.130723 0.078421 SUCCESS  59
010100011   11   30   25   26   27   31   17   28 13.845562 0.085881 SUCCESS  60
010100111   26   22   32   28   30   28   29   29  4.771347 0.781712 SUCCESS  61
010101011   29   19   17   31   34   23   20   20 11.951281 0.153391 SUCCESS  62
010101111   23   13   21   25   31   25   31   30 10.708796 0.218751 SUCCESS  63
010110011   22   21   30   29   30   26   35   31  8.600645 0.377096 SUCCESS  64
010110111   22   26   25   27   23   18   27   16  6.726733 0.566383 SUCCESS  65
010111011   30   28   22   24   22   28   29   16  6.553600 0.585469 SUCCESS  66
010111111   21   24   26   20   26   23   28   27  2.683564 0.952621 SUCCESS  67
011000111   27   28   22   25   21   32   21   25  4.211210 0.837582 SUCCESS  68
011001111   23   31   36   23   28   23   27   29  7.500740 0.483691 SUCCESS  69
011010111   21   27   27   24   20   31   20   20  5.891620 0.659371 SUCCESS  70
011011111   19   31   26   28   23   23   27   24  3.885312 0.867320 SUCCESS  71
011101111   25   16   13   15   18   24   28   18 18.998820 0.014866 SUCCESS  72
011111111   22   20   24   28   24   24   25   24  2.235455 0.972929 SUCCESS  73
100000000   33   29   30   31   26   20   21   26  7.052631 0.530965 SUCCESS  74
100010000   22   24   22   24   24   28   30   30  3.182595 0.922381 SUCCESS  75
100100000   29   29   16   24   26   23   23   27  5.311115 0.723865 SUCCESS  76
100101000   27   21   30   25   17   22   31   23  6.604522 0.579839 SUCCESS  77
100110000   24   29   31   25   28   24   24   32  4.129736 0.845233 SUCCESS  78
100111000   33   26   38   30   23   28   27   21 11.146721 0.193524 SUCCESS  79
101000000   39   27   28   28   34   19   30   22 14.252934 0.075406 SUCCESS  80
101000100   35   23   24   41   29   33   26   32 18.734028 0.016349 SUCCESS  81
101001000   26   21   28   25   18   19   18   27  7.276686 0.507096 SUCCESS  82
101001100   32   21   28   22   26   25   23   19  5.219456 0.733884 SUCCESS  83
101010000   16   30   33   28   30   24   29   21  9.364468 0.312489 SUCCESS  84
101010100   23   30   26   32   31   27   25   28  4.588029 0.800563 SUCCESS  85
101011000   26   28   15   33   28   24   23   25  7.643321 0.469064 SUCCESS  86
101011100   33   22   20   24   27   25   23   26  4.445449 0.814866 SUCCESS  87
101100000   31   24   29   21   26   23   19   31  5.871252 0.661651 SUCCESS  88
101100100   20   29   31   23   28   22   31   27  5.372221 0.717152 SUCCESS  89
101101000   25   27   25   27   40   27   28   33 11.696674 0.165259 SUCCESS  90
101101100   27   29   23   17   29   38   22   30 12.093862 0.147065 SUCCESS  91
101110000   27   20   26   23   26   21   21   25  3.111305 0.927179 SUCCESS  92
101110100   23   26   22   26   26   25   21   27  1.634581 0.990241 SUCCESS  93
101111000   28   25   23   25   26   36   30   20  7.185027 0.516808 SUCCESS  94
101111100   22   24   23   19   21   15   31   26  8.895990 0.351146 SUCCESS  95
110000000   30   27   33   36   24   18   26   29 10.790271 0.213868 SUCCESS  96
110000010   19   24   33   16   18   30   25   28 11.055063 0.198599 SUCCESS  97
110000100   24   22   45   30   27   31   22   26 18.978452 0.014975 SUCCESS  98
110001000   23   18   17   34   23   33   30   23 12.032756 0.149748 SUCCESS  99
110001010   30   25   24   29   20   30   22   29  4.537108 0.805709 SUCCESS 100
110010000   26   26   24   27   24   30   31   20  3.630705 0.888812 SUCCESS 101
110010010   23   24   16   19   26   24   21   42 17.674861 0.023801 SUCCESS 102
110010100   27   30   30   29   18   15   33   27 11.462435 0.176848 SUCCESS 103
110011000   27   31   25   25   34   40   27   27 13.366900 0.099834 SUCCESS 104
110011010   21   26   31   21   27   30   26   19  5.514801 0.701400 SUCCESS 105
110100000   40   31   26   31   37   23   27   27 17.257304 0.027539 SUCCESS 106
110100010   27   22   21   24   36   26   28   31  7.612768 0.472180 SUCCESS 107
110100100   28   23   31   18   27   22   17   25  7.449819 0.488966 SUCCESS 108
110101000   13   26   28   26   22   25   24   22  7.561846 0.477396 SUCCESS 109
110101010   21   24   23   28   34   27   20   23  5.911989 0.657090 SUCCESS 110
110101100   21   18   31   26   19   19   23   26  7.857191 0.447543 SUCCESS 111
110110000   29   27   30   26   19   29   26   28  4.017708 0.855522 SUCCESS 112
110110010   17   26   25   25   28   20   39   29 12.440128 0.132620 SUCCESS 113
110110100   25   28   30   25   33   27   26   32  5.443511 0.709290 SUCCESS 114
110111000   18   20   28   27   28   25   21   17  7.704426 0.462862 SUCCESS 115
110111010   22   31   17   28   19   29   25   16 10.668059 0.221226 SUCCESS 116
110111100   29   24   21   20   19   28   23   19  6.390651 0.603560 SUCCESS 117
111000000   27   30   32   32   26   22   24   28  5.392589 0.714909 SUCCESS 118
111000010   21   22   32   31   26   24   21   22  5.657381 0.685548 SUCCESS 119
111000100   28   22   20   32   25   25   36   24  8.396959 0.395685 SUCCESS 120
111000110   20   23   19   33   23   28   23   18  8.386775 0.396629 SUCCESS 121
111001000   24   31   29   20   19   32   21   23  7.531293 0.480538 SUCCESS 122
111001010   31   28   28   26   27   16   32   24  7.419266 0.492144 SUCCESS 123
111001100   28   33   22   24   36   28   29   28  8.885806 0.352021 SUCCESS 124
111010000   28   28   22   36   29   28   36   22 11.503172 0.174785 SUCCESS 125
111010010   30   26   23   17   29   19   19   20  8.997833 0.342479 SUCCESS 126
111010100   16   25   28   31   24   28   34   28  8.824700 0.357299 SUCCESS 127
111010110   22   26   30   22   22   17   22   26  5.616644 0.690085 SUCCESS 128
111011000   26   23   23   28   23   20   37   30  8.539539 0.382614 SUCCESS 129
111011010   33   25   29   24   26   27   28   27  3.498309 0.899321 SUCCESS 130
111011100   18   24   26   21   24   19   24   22  5.362036 0.718273 SUCCESS 131
111100000   25   27   23   15   17   29   26   23  8.366406 0.398521 SUCCESS 132
111100010   29   23   22   27   20   25   26   23  2.765039 0.948226 SUCCESS 133
111100100   24   25   24   19   15   29   24   27  6.920235 0.545263 SUCCESS 134
111100110   24   26   27   23   28   27   26   24  0.911495 0.998748 SUCCESS 135
111101000   22   24   15   30   31   24   27   20  8.447881 0.390986 SUCCESS 136
111101010   14   18   31   33   31   32   33   23 16.819379 0.032046 SUCCESS 137
111101100   26   22   32   18   25   29   49   34 30.792245 0.000153 FAILURE 138
111101110   25   16   21   29   16   24   23   20  9.965342 0.267467 SUCCESS 139
111110000   15   27   32   25   18   30   19   27 11.136537 0.194082 SUCCESS 140
111110010   29   31   31   23   22   20   21   29  6.298992 0.613779 SUCCESS 141
111110100   24   25   11   28   27   21   22   22 10.596769 0.225610 SUCCESS 142
111110110   26   22   33   15   27   28   29   30  9.028386 0.339907 SUCCESS 143
111111000   17   28   26   24   25   24   23   24  3.620520 0.889637 SUCCESS 144
111111010   26   30   21   28   27   24   26   21  2.927988 0.938795 SUCCESS 145
111111100   21   19   22   26   21   28   21   28  5.036139 0.753707 SUCCESS 146
111111110   22   20   24   28   24   24   25   24  2.235455 0.972929 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 25.375000	M = 13000	N = 8	m = 9	n = 104000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   22   28   25   35   30   25   37   29 11.442066 0.177887 SUCCESS   0
000000011   26   28   25   28   31   23   33   27  4.577845 0.801595 SUCCESS   1
000000101   15   23   24   37   22   30   23   24 11.839254 0.158521 SUCCESS   2
000000111   27   24   36   25   30   22   30   27  7.103552 0.525503 SUCCESS   3
000001001   22   27   19   32   27   27   29   30  5.637013 0.687817 SUCCESS   4
000001011   19   31   18   31   24   25   24   19  8.264563 0.408063 SUCCESS   5
000001101   25   15   20   27   22   27   39   23 14.039064 0.080753 SUCCESS   6
000001111   31   28   33   32   29   26   18   30  9.364468 0.312489 SUCCESS   7
000010001   33   23   25   21   30   29   30   26  5.677750 0.683277 SUCCESS   8
000010011   21   25   25   28   27   17   36   28  8.916359 0.349401 SUCCESS   9
000010101   25   20   25   29   32   28   28   22  4.537108 0.805709 SUCCESS  10
000010111   19   39   20   29   24   24   19   22 13.203951 0.105022 SUCCESS  11
000011001   25   25   19   34   25   29   22   20  6.879498 0.549688 SUCCESS  12
000011011   25   27   25   25   18   30   33   26  5.596275 0.692352 SUCCESS  13
000011101   23   26   32   23   29   15   26   27  7.307239 0.503876 SUCCESS  14
000011111   21   24   28   21   30   23   22   38  9.975526 0.266748 SUCCESS  15
000100011   30   21   23   18   24   25   29   37 10.219950 0.249927 SUCCESS  16
000100101   26   23   17   26   26   29   26   23  3.915865 0.864633 SUCCESS  17
000100111   30   33   23   33   26   23   28   31  7.653505 0.468027 SUCCESS  18
000101001   27   23   33   23   21   21   20   27  5.779593 0.671905 SUCCESS  19
000101011   33   32   27   28   31   25   23   22  6.533231 0.587724 SUCCESS  20
000101101   28   26   19   27   27   20   23   29  4.109367 0.847124 SUCCESS  21
000101111   23   26   22   27   27   29   22   26  1.940110 0.982793 SUCCESS  22
000110011   26   33   27   24   24   31   25   28  4.221394 0.836616 SUCCESS  23
000110101   28   24   25   22   15   27   30   17  9.048755 0.338200 SUCCESS  24
000110111   24   28   28   25   21   32   22   22  4.139920 0.844284 SUCCESS  25
000111001   22   26   21   22   33   27   29   21  5.514801 0.701400 SUCCESS  26
000111011   25   31   22   24   25   20   31   30  5.178719 0.738315 SUCCESS  27
000111101   18   20   19   35   26   29   30   23 10.474557 0.233284 SUCCESS  28
000111111   29   23   27   24   33   24   21   30  5.046323 0.752614 SUCCESS  29
001000011   21   26   23   30   29   28   19   33  6.736917 0.565265 SUCCESS  30
001000101   28   25   30   22   28   29   17   21  6.074938 0.638838 SUCCESS  31
001000111   28   21   29   19   26   28   29   26  4.099183 0.848066 SUCCESS  32
001001011   20   23   21   26   15   24   29   16 10.780086 0.214474 SUCCESS  33
001001101   22   19   33   34   21   22   38   24 15.332471 0.052994 SUCCESS  34
001001111   31   25   21   30   29   22   20   22  5.586091 0.693484 SUCCESS  35
001010011   27   20   23   26   24   31   18   23  5.341668 0.720512 SUCCESS  36
001010101   29   25   26   15   19   23   17   20 10.861561 0.209667 SUCCESS  37
001010111   37   22   26   20   33   24   26   29 10.158844 0.254054 SUCCESS  38
001011011   19   24   20   24   27   25   20   28  4.557476 0.803656 SUCCESS  39
001011101   19   26   30   27   23   25   28   27  3.274254 0.915987 SUCCESS  40
001011111   22   22   24   28   27   26   28   23  1.919741 0.983374 SUCCESS  41
