		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 3.060547	M = 1575	N = 8	m = 9	n = 12600
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010111111    2    2    2    2    2    4    3    4  2.485718 0.962394 SUCCESS  67
011000111    6    2    1    3    0    4    2    1  9.964514 0.267525 SUCCESS  68
011001111    2    5    3    4    1    3    4    3  3.667825 0.885782 SUCCESS  69
011010111    1    1    4    6    5    3    1    3  8.752198 0.363630 SUCCESS  70
011011111    1    3    5    6    1    3    3    3  7.030262 0.533371 SUCCESS  71
011101111    2    4    1    2    3    5    2    4  4.421746 0.817210 SUCCESS  72
011111111    3    4    5    2    2    4    1    3  4.044786 0.853060 SUCCESS  73
100000000    4    3    4    4    3    3    4    5  2.455509 0.963773 SUCCESS  74
100010000    3    1    1    5    4    3    1    2  6.225116 0.622032 SUCCESS  75
100100000    5    1    4    3    4    1    4    3  5.012800 0.756207 SUCCESS  76
100101000    4    1    4    3    3    2    6    2  5.685287 0.682437 SUCCESS  77
100110000    5    3    2    3    3    0    1    3  6.225116 0.622032 SUCCESS  78
100111000    5    4    3    8    6    1    0    1 18.676641 0.016688 SUCCESS  79
101000000    1    4    3    4    5    3    8    5 12.756913 0.120492 SUCCESS  80
101000100    4    0    2    2    3    4    1    2  6.306550 0.612936 SUCCESS  81
101001000    4    3    4    3    5    1    4    1  5.012800 0.756207 SUCCESS  82
101001100    5    3    1    1    2    5    1    3  7.193130 0.515946 SUCCESS  83
101010000    1    5    2    5    2    5    6    4  9.180383 0.327308 SUCCESS  84
101010100    3    2    2    5    3    2    1    1  5.257102 0.729776 SUCCESS  85
101011000    4    2    1    6    5    4    4    3  6.867394 0.551005 SUCCESS  86
101011100    0    2   11    1    3    5    3    0 30.567321 0.000168 FAILURE  87
101100000    3    5    2    1    4    2    4    4  4.340312 0.825189 SUCCESS  88
101100100    9    4    3    4    1    1    3    3 15.314204 0.053316 SUCCESS  89
101101000    2    1    5    1    3    2    6    7 13.001215 0.111808 SUCCESS  90
101101100    3    2    3    4    3    2    2    1  2.862679 0.942677 SUCCESS  91
101110000    2    3    6    4    3    2    4    2  4.635839 0.795694 SUCCESS  92
101110100    2    1    4    1    1    3    2    1  6.764945 0.562193 SUCCESS  93
101111000    0    2    1    2    4    5    1    3  8.324012 0.402477 SUCCESS  94
101111100    2    3    5    3    1    3    3    6  5.980814 0.649381 SUCCESS  95
110000000    6    6    4    2    3    3    2    4  7.162921 0.519161 SUCCESS  96
110000010    3    4    3    2    4    5    6    4  5.440985 0.709569 SUCCESS  97
110000100    0    2    1    1    1    3    4    2  8.486880 0.387410 SUCCESS  98
110001000    2    2    3    4    3    4    4    2  2.027323 0.980163 SUCCESS  99
110001010    2    3    0    3    4    4    6    4  7.325789 0.501925 SUCCESS 100
110010000    7    2    5    6    4    1    2    4 12.165859 0.143956 SUCCESS 101
110010010    5    2    4    4    1    1    4    3  5.389760 0.715221 SUCCESS 102
110010100    3    1    4    4    4    2    6    6  8.507895 0.385492 SUCCESS 103
110011000    5    6    3    1    3    0    2    3  9.129158 0.331518 SUCCESS 104
110011010    3    2    1    8    4    4    4    2 11.279279 0.186371 SUCCESS 105
110100000    2    3    6    5    5    3    6    8 16.924496 0.030905 SUCCESS 106
110100010    3    2    2    3    2    5    0    3  5.552629 0.697202 SUCCESS 107
110100100    4    2    3    3    2    2    2    2  2.190191 0.974619 SUCCESS 108
110101000    3    1    1    2    1    3    4    4  5.257102 0.729776 SUCCESS 109
110101010    4    2    4    5    2    3    1    1  5.471194 0.706229 SUCCESS 110
110101100    5    2    2    5    7    2    5    5 11.411938 0.179433 SUCCESS 111
110110000    1    6    2    3    3    1    1    3  7.570091 0.476549 SUCCESS 112
110110010    6    5    1    1    1    2    6    3 11.737674 0.163298 SUCCESS 113
110110100    3    4    4    0    1    0    5    5 10.851094 0.210280 SUCCESS 114
110111000    3    3    5    2    3    3    3    4  1.945889 0.982626 SUCCESS 115
110111010    2    3    2    3    6    2    3    3  4.044786 0.853060 SUCCESS 116
110111100    2    4    3    4    3    2    2    1  3.158206 0.924040 SUCCESS 117
111000000    4    4    3    3    1    4    3    4  2.618377 0.955982 SUCCESS 118
111000010    1    0    3    1    0    2    3    1 10.962737 0.203820 SUCCESS 119
111000100    5    2    4    3    4    4    3    0  5.685287 0.682437 SUCCESS 120
111000110    2    6    4    6    3    3    2    2  7.244355 0.510513 SUCCESS 121
111001000    3    3    5    7    4    2    1    4  8.884856 0.352102 SUCCESS 122
111001010    3    4    4    3    6    4    4    5  5.359551 0.718546 SUCCESS 123
111001100    4    5    5    3    2    0    0    0 12.654463 0.124304 SUCCESS 124
111010000    2    3    2    5    4    5    4    5  5.145458 0.741922 SUCCESS 125
111010010    2    4    4    2    3    4    2    3  2.027323 0.980163 SUCCESS 126
111010100    2    2    3    3    3    3    4    5  2.322850 0.969481 SUCCESS 127
111010110    4    2    2    5    3    2    5    5  5.226892 0.733073 SUCCESS 128
111011000    1    4    3    3    1    5    1    2  6.225116 0.622032 SUCCESS 129
111011010    3    4    2    0    1    2    5    3  6.897603 0.547720 SUCCESS 130
111011100    2    5    4    4    6    3    2    3  5.522419 0.700555 SUCCESS 131
111100000    1    3    2    0    3    5    5    3  7.488657 0.484940 SUCCESS 132
111100010    2    2    5    3    4    4    5    1  5.308326 0.724171 SUCCESS 133
111100100    4    2    4    7    3    2    3    3  6.571867 0.583448 SUCCESS 134
111100110    2    6    6    1    0    3    2    2 11.523581 0.173760 SUCCESS 135
111101000    2    6    1    4    5    5    4    2  8.212369 0.413005 SUCCESS 136
111101010    5    0    3    3    1    4    3    5  7.407223 0.493400 SUCCESS 137
111101100    3    4    0    3    3    3    3    3  3.453732 0.902751 SUCCESS 138
111101110    2    4    3    3    4    3    3    2  1.354836 0.994864 SUCCESS 139
111110000    3    5    2    0    1    6    5    6 13.296741 0.102039 SUCCESS 140
111110010    4    5    4    5    3    3    2    2  3.881918 0.867617 SUCCESS 141
111110100    5    4    1    2    2    6    2    2  7.407223 0.493400 SUCCESS 142
111110110    4    3    0    2    2    3    3    1  5.634063 0.688146 SUCCESS 143
111111000    2    6    2    2    2    5    6    5  9.852870 0.275505 SUCCESS 144
111111010    3    1    4    2    4    5    2    3  4.044786 0.853060 SUCCESS 145
111111100    3    6    6    2    3    2    5    6 10.739450 0.216904 SUCCESS 146
111111110    3    4    5    2    2    4    1    3  4.044786 0.853060 SUCCESS 147

