"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"106","302.7514185462052","40.762032575790826","4.710391113188927","-0.28699737205284476","0.03920000000000001","0.0464","0.032","1244.4444444444443","0.001010682515618356","0","0.001010682515618356","0.001010682515618356","","","true"
"107","247.62761090954203","41.055938885577916","4.61549661891356","-0.30801317939559864","0.029299999999999993","0.0578","0.0008","1244.4444444444443","0.00019717468520689236","0","0.00019717468520689236","0.00019717468520689236","107_106:0.014489624347836183;107_108:0.004653852539863584","107_106:561.7777777777777;107_108:561.7777777777777","true"
"108","524.1019490363095","345.87044985877435","4.546231617692422","","0.007499999999999951","0.01","0.005","1244.4444444444443","0.00014246023838771074","0","0.00014246023838771074","0.00014246023838771074","108_112:0.008249316497514064","108_112:561.7777777777777","true"
"109","197.08298464793972","12.706234778923886","4.875225770422858","-0.30675181805646473","0.06299999999999994","0.0622","0.0638","1244.4444444444443","0.0013657338696996006","0","0.0013657338696996006","0.0013657338696996006","109_114:0.022984097726617886","109_114:561.7777777777777","true"
"110","310.2232253524918","72.66185543559286","4.805825928756593","-0.3082615805518876","0.007099999999999995","0.0122","0.002","1244.4444444444443","0.00024727284115497763","0","0.00024727284115497763","0.00024727284115497763","110_118:0.014823152273496315","110_118:561.7777777777777","true"
"111","148.4558665539555","118.85188054976543","4.768731270294104","-0.308805156173377","0.0048000000000000265","0.0082","0.0014","1244.4444444444443","0.0004056639758059524","0","0.0004056639758059524","0.0004056639758059524","111_104:0.012362854162775105;111_122:0.008561175946763006","111_104:561.7777777777777;111_122:561.7777777777777","true"
"112","432.80135430923065","283.0685036847315","4.5836490817312185","","0.12549999999999994","0.0266","0.2244","1244.4444444444443","0.0002074409313411972","0","0.0002074409313411972","0.0002074409313411972","","","true"
"113","280.2253284699029","108.86663628892335","4.655683637477292","-0.3093142958340278","0.0028000000000000247","0.0034","0.0022","1244.4444444444443","0.0001477150582123442","0","0.0001477150582123442","0.0001477150582123442","","","true"
"114","234.0099718764907","15.232535181891638","4.781723577526651","-0.359151679588321","0.024399999999999977","0.0256","0.0232","1244.4444444444443","0.00038073180404948187","0","0.00038073180404948187","0.00038073180404948187","114_113:0.0107259785416213;114_115:0.012956631154933812","114_113:561.7777777777777;114_115:561.7777777777777","true"
"115","311.44914668558175","264.1062249176421","4.7095356211347745","-0.3275775129546063","0.006099999999999994","0.009","0.0032","1244.4444444444443","0.00034097746919437293","0","0.00034097746919437293","0.00034097746919437293","","","true"
"116","55.92782981440945","97.4812366703023","4.9588953189965705","-0.3054949382178614","0.01090000000000002","0.0212","0.0006","1244.4444444444443","0.0003782324924941902","0","0.0003782324924941902","0.0003782324924941902","116_115:0.013401724407059001;116_117:0.012447433044484285","116_115:561.7777777777777;116_117:561.7777777777777","true"
"117","236.16765005667835","84.64295032089062","4.8315945345789295","-0.30759466702832383","0.02070000000000005","0.0376","0.0038","1244.4444444444443","0.00015084548117769964","0","0.00015084548117769964","0.00015084548117769964","117_118:0.007083333932014685","117_118:561.7777777777777","true"
"118","153.04608995661357","221.43271323265708","4.749120309278567","-0.3086757517286422","0.0020000000000000018","0.0036","0.0004","1244.4444444444443","0.0002530275287584509","0","0.0002530275287584509","0.0002530275287584509","118_119:0.007986523338340629","118_119:561.7777777777777","true"
"119","308.3034029429931","328.5949448859999","4.610742778100464","-0.3114963008800161","0.0016000000000000458","0.0028","0.0004","1244.4444444444443","0.00017544460321257085","0","0.00017544460321257085","0.00017544460321257085","119_120:0.004983044298377537","119_120:561.7777777777777","true"
"120","259.7355218977406","384.4861528964134","4.500651157386601","-0.31223870265324805","0.0046000000000000485","0.0048","0.0044","1244.4444444444443","0.00017689412372018124","0","0.00017689412372018124","0.00017689412372018124","","","true"
"121","259.5940791534122","106.61133262492514","4.620340181526548","-0.311333521570536","0.07709999999999995","0.0762","0.078","1244.4444444444443","0.0001398385776746925","0","0.0001398385776746925","0.0001398385776746925","121_120:0.008464559646330222","121_120:561.7777777777777","true"
"122","220.52087830593698","363.1892023678982","4.6880433155894154","-0.3084425173012937","0.0018000000000000238","0.0034","0.0002","1244.4444444444443","0.0001403931152566043","0","0.0001403931152566043","0.0001403931152566043","122_121:0.012208313769698553;122_123:0.007863764548571378","122_121:561.7777777777777;122_123:561.7777777777777","true"
"123","207.68514375457158","250.7205976469562","4.730567106984942","-0.3078326004965146","0.0998","0.1318","0.0678","1244.4444444444443","0.00023603679950296312","0","0.00023603679950296312","0.00023603679950296312","123_124:0.014315415421150168","123_124:561.7777777777777","true"
"124","231.93604194501353","62.560505865821455","4.635035132640271","-0.30850570297447494","0.0029000000000000137","0.005","0.0008","1244.4444444444443","0.0003726869460113724","0","0.0003726869460113724","0.0003726869460113724","","","true"
"125","159.0690671471408","207.68102908237805","4.737111644346787","-0.30715374546988305","0.0047000000000000375","0.0088","0.0006","1244.4444444444443","0.0008644145952347628","0","0.0008644145952347628","0.0008644145952347628","125_124:0.015124219964278623;125_126:0.014281741391697356","125_124:561.7777777777777;125_126:561.7777777777777","true"
"126","230.5469085362179","62.879755590907216","4.7029428506305155","-0.30311201820062655","0.00880000000000003","0.0148","0.0028","1244.4444444444443","0.0008554028194385611","0","0.0008554028194385611","0.0008554028194385611","126_112:0.015268479713905325","126_112:561.7777777777777","true"
