Unnamed:_0,Qubit,T1_us,T2_us,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,_x_sx_error_,P_Value,Zero,One,Quality,abs,Zero_pred,RSE
66,33,391.2205240158313,260.77675377180896,0.002197265625,0.00244140625,0.001953125,0.0001092971398293,1.3897149330501726e-08,29305,30695,0,1390,30269,929296
67,33,47.0730869763941,74.60216696582914,0.0102999999999999,0.0186,0.002,0.0012668643440829,1.1943373234096032e-47,31776,28224,0,3552,30699,1159929
68,34,365.1162427283113,171.38030866925735,0.011962890625,0.01123046875,0.0126953125,0.0002365012759284,0.0048487627216789,30345,29655,0,690,30255,8100
69,34,289.6564024064034,170.22587624431435,0.0081999999999999,0.0108,0.0056,0.0002074921388124,0.0195340079215622,30286,29714,1,572,30401,13225
70,35,309.52736654464366,66.3952596693868,0.00927734375,0.01123046875,0.00732421875,0.0003072093656103,5.125637741986748e-05,30496,29504,0,992,30376,14400
71,35,224.47899633983272,90.4117205150513,0.0047,0.0068,0.0026,0.0004795003714824,0.0127630075326412,30305,29695,1,610,30372,4489
72,36,345.941238680082,189.7702843783929,0.008544921875,0.01171875,0.00537109375,0.0002181763292606,0.0070507291104227,30330,29670,0,660,30429,9801
73,36,248.62917811114443,135.91729983733694,0.0542,0.1064,0.002,0.0010665990175653,1.3897149330501726e-08,30695,29305,0,1390,32906,4888521
74,37,420.7135575419307,245.14258469459392,0.02734375,0.0185546875,0.0361328125,0.0013922170531645,8.857582086903133e-21,31145,28855,0,2290,29947,1435204
75,37,453.0573327835605,276.8250752135915,0.0164999999999999,0.0206,0.0124,0.0022196890940346,7.183276554194778e-15,30953,29047,0,1906,30541,169744
76,38,491.32913577783,345.664716122354,0.0087890625,0.01025390625,0.00732421875,0.0009704633228652,4.822134315143435e-06,29440,30560,0,1120,30365,855625
77,38,471.4830500122439,340.7177787536795,0.0116,0.0176,0.0056,0.0013672065693721,9.606644069466863e-28,31337,28663,0,2674,30597,547600
78,39,479.4938591258113,59.70017862709077,0.0053999999999999,0.008,0.0028,0.0009304982638291,3.9341062505440415e-09,29279,30721,0,1442,30408,1274641
79,39,483.4137225482638,67.42686637406638,0.010009765625,0.0146484375,0.00537109375,0.0011112661171307,0.2496252141560173,29859,30141,1,282,30522,439569
80,40,337.3254197904221,32.608481067193914,0.019287109375,0.029296875,0.00927734375,0.0006658792618911,8.080114818177274e-20,31116,28884,0,2232,30795,103041
81,40,383.02857490914784,30.514822129904285,0.0057,0.0078,0.0036,0.0002337033562573,0.0011227105875083,30399,29601,0,798,30370,841
82,41,291.4894407662841,466.0764009444199,0.008,0.0136,0.0024,9.25694630195e-05,1.1463448286885588e-12,30871,29129,0,1742,30539,110224
83,41,290.2414667123466,380.4882364584848,0.00390625,0.0048828125,0.0029296875,0.0001369076791353,7.56359004702297e-13,30878,29122,0,1756,30309,323761
84,42,205.4471863214168,82.25441035769879,0.0031999999999999,0.0054,0.001,0.000159784669073,0.0005362857343913,30424,29576,0,848,30365,3481
85,42,283.23425009827747,79.70553005998471,0.002197265625,0.0029296875,0.00146484375,0.0001708036336303,0.0909996585914394,30207,29793,1,414,30293,7396
86,43,316.58631167489835,243.64277209290512,0.00244140625,0.0029296875,0.001953125,0.0001554790372631,7.3750743155102146e-06,30549,29451,0,1098,30282,71289
87,43,296.5571325974068,185.6937292001305,0.005,0.0082,0.0018,0.000200214286542,2.429110736895965e-05,30517,29483,0,1034,30419,9604
88,44,40.8672850153776,47.17494507706752,0.0724,0.1108,0.034,0.0007281440743607,1.0348557412018768e-157,33277,26723,0,6554,32303,948676
89,44,39.69521016980303,68.3005344813996,0.061767578125,0.07080078125,0.052734375,0.0006410913717374,0.5899643148595012,29934,30066,1,132,30880,894916
90,45,259.9404817933517,106.77627857432144,0.0028,0.005,0.0006,0.0002106559414299,1.3000792601586315e-05,30534,29466,0,1068,30365,28561
91,45,226.9641046870836,135.30753161165268,0.0048828125,0.0048828125,0.0048828125,0.0001978502496521,0.0052315675973188,30342,29658,0,684,30267,5625
92,46,369.1163126264596,65.87074531771347,0.00390625,0.00439453125,0.00341796875,0.0005694031232303,4.542755019439727e-14,30924,29076,0,1848,30295,395641
93,46,402.5889666546907,54.21561836444542,0.0080999999999999,0.0144,0.0018,0.0015583019958972,0.0001418763546292,30466,29534,0,932,30604,19044
94,47,382.95928050822,113.3214745703488,0.038818359375,0.02685546875,0.05078125,0.001017780240402,0.4427802600317992,29906,30094,1,188,29824,6724
95,47,352.1670927515764,118.86781989218264,0.0256999999999999,0.038,0.0134,0.0023504998384085,1.358997296382712e-90,32472,27528,0,4944,30959,2289169
96,48,287.6713075816916,84.03723882608601,0.00390625,0.005859375,0.001953125,0.0002050934362658,0.00181455529081,30382,29618,0,764,30357,625
97,48,277.1079513657119,83.5146618473864,0.0059,0.0116,0.0002,0.000327616582212,3.517415957494632e-15,30964,29036,0,1928,30543,177241
98,49,75.74210716475224,70.49181483833824,0.024,0.0382,0.0098,0.0006387194828518,1.1544451285357586e-36,31549,28451,0,3098,31007,293764
99,49,232.89342563742764,78.99620754834899,0.016845703125,0.01611328125,0.017578125,0.0002263825024575,2.32087443946486e-12,30859,29141,0,1718,30270,346921
100,50,284.2040759075488,93.2450733831118,0.007,0.0086,0.0054,0.0001492907456387,1.7361180256593384e-07,30640,29360,0,1280,30349,84681
101,50,373.507132808728,89.31684600261572,0.006103515625,0.0087890625,0.00341796875,0.0001690641294492,0.0001372684234533,30467,29533,0,934,30397,4900
102,51,257.80816089543686,70.28682559650808,0.0611,0.0636,0.0586,0.0002059141647595,9.430663987779013e-31,31412,28588,0,2824,30560,725904
103,51,257.80816089543686,73.98682233210822,0.058349609375,0.0517578125,0.06494140625,0.0001969247301152,1.2429453868651867e-10,29212,30788,0,1576,30121,826281
104,52,318.9619849940503,39.45160759764023,0.1062999999999999,0.1022,0.1104,0.0006265670669034,1.3494633471840448e-05,30533,29467,0,1066,30397,18496
105,52,289.8840118276489,33.810877632179384,0.093505859375,0.087890625,0.09912109375,0.0004467187878395,2.0230924681556683e-24,31249,28751,0,2498,30281,937024
106,53,391.3459219852715,513.7918019772176,0.0087890625,0.0078125,0.009765625,0.0001176309001583,1.0779456794919623e-05,30539,29461,0,1078,30232,94249
107,53,308.7278040747683,403.8892267957536,0.0043999999999999,0.0068,0.002,0.0001238513631203,7.183276554194778e-15,30953,29047,0,1906,30378,330625
108,54,302.46170045346724,18.026000275562804,0.0107421875,0.01220703125,0.00927734375,0.0002406773299573,0.0105994450239244,30313,29687,1,626,30356,1849
109,54,395.3411062960901,21.475145259320545,0.0128,0.014,0.0116,0.0003860810496375,2.2590444751163404e-05,30519,29481,0,1038,30353,27556
110,55,166.84510817412897,36.552515349844654,0.0098,0.0184,0.0012,0.0003204606637055,9.596025138418597e-13,30874,29126,0,1748,30692,33124
111,55,357.1161090057925,42.144531061604525,0.02734375,0.02490234375,0.02978515625,0.0001377291214908,0.0012954016599891,30394,29606,0,788,30220,30276
112,56,180.6980995857901,239.4020673680928,0.0078125,0.01318359375,0.00244140625,0.0003347842737957,2.1401873751978984e-16,31006,28994,0,2012,30533,223729
113,56,252.7676216934641,325.328600148518,0.0056,0.0088,0.0024,0.0005827426861536,2.9252967408493234e-14,30931,29069,0,1862,30429,252004
114,57,260.5170626943087,55.891498844340944,0.005615234375,0.00927734375,0.001953125,0.0004308096791631,1.434215057364858e-28,31358,28642,0,2716,30448,828100
115,57,325.41439955162525,45.39351933600224,0.0052999999999999,0.0086,0.002,0.0007870638989866,5.536200109523463e-23,31209,28791,0,2418,30437,595984
116,58,268.3215994955801,44.53255083269776,0.0048828125,0.00537109375,0.00439453125,0.0005912960816771,1.508579805050118e-05,30530,29470,0,1060,30299,53361
117,58,268.4054656704171,38.23945273659752,0.0059,0.0086,0.0032,0.0006261133169421,1.0658098157096252e-09,30747,29253,0,1494,30407,115600
118,59,322.7154051717627,90.22591922849612,0.0078125,0.0068359375,0.0087890625,0.0001885712186463,0.172709461301273,30167,29833,1,334,30230,3969
119,59,302.66356727472123,81.40676409227983,0.0023999999999999,0.0038,0.001,0.0001649691890019,0.0070507291104227,30330,29670,0,660,30325,25
120,60,267.4837088322658,393.3572294478523,0.0053999999999999,0.0064,0.0044,0.0001133848697405,0.044581525432607,30246,29754,1,492,30314,4624
121,60,273.038109686163,449.95737430428704,0.00927734375,0.0166015625,0.001953125,0.0001593658435641,0.8128243582063269,30029,29971,1,58,30626,356409
122,61,307.51754275427044,172.13936217736517,0.0146484375,0.0107421875,0.0185546875,0.0002192863439092,9.023268752229726e-09,30704,29296,0,1408,30113,349281
123,61,329.0200361877782,144.72637081963748,0.0174999999999999,0.032,0.003,0.000255982155983,1.5654835293976676e-05,30529,29471,0,1058,30993,215296
124,62,287.10008549526685,26.973170940958774,0.0458984375,0.037109375,0.0546875,0.0006862939039704,0.3823081571552292,29893,30107,1,214,29989,9216
125,62,259.1189678306923,25.43177661958888,0.027,0.03,0.024,0.0005837113120032,5.9088664977600687e-08,30664,29336,0,1328,30486,31684
126,63,188.82752787332217,169.07567220404547,0.00341796875,0.0048828125,0.001953125,0.0004465806588605,1.5286075931341484e-08,30693,29307,0,1386,30337,126736
127,63,295.56363154654804,171.28902505873484,0.004,0.0054,0.0026,0.0002883842534131,6.374561515827164e-10,30757,29243,0,1514,30333,179776
128,64,238.34578009384333,39.90751653698997,0.00439453125,0.00732421875,0.00146484375,0.0002218226419547,1.8575007892993408e-06,30584,29416,0,1168,30405,32041
129,64,313.7637463583261,37.18866163803872,0.0071999999999999,0.0116,0.0028,0.0002553783234537,0.0094190111161833,30318,29682,0,636,30484,27556
130,65,271.9780273965405,359.76823556323126,0.0021999999999999,0.0044,0.0,0.0002079426842358,8.191685655953518e-09,30706,29294,0,1412,30363,117649
131,65,304.50386780018,432.5222714321606,0.014892578125,0.0126953125,0.01708984375,0.0001595588062125,2.070230987215575e-07,30636,29364,0,1272,30194,195364
132,66,273.12710655528247,87.8284766062824,0.0163999999999999,0.0162,0.0166,0.0013313433024483,7.804330620283702e-09,30707,29293,0,1414,30318,151321
133,66,368.5414334641853,100.39722573991445,0.016357421875,0.0146484375,0.01806640625,0.001581173670396,0.4003527083989437,29897,30103,1,206,30252,126025
134,67,245.1382465075397,73.908107136938,0.0139,0.0202,0.0076,0.0004491330035967,2.745157572300923e-29,31376,28624,0,2752,30598,605284
135,67,270.23254829586847,84.09293131745733,0.009765625,0.0078125,0.01171875,0.0001996132772816,3.906617328839663e-08,30673,29327,0,1346,30190,233289
136,68,364.7503753481034,95.14978908555318,0.017578125,0.0205078125,0.0146484375,0.0002094703105392,3.802088101606245e-07,30622,29378,0,1244,30445,31329
137,68,247.84393006546088,89.17377512254086,0.0152999999999999,0.014,0.0166,0.0002413384242235,1.5156217017772135e-06,30589,29411,0,1178,30239,122500
138,69,305.5324263077249,103.83626143043412,0.004638671875,0.00244140625,0.0068359375,0.0001463196991432,5.284683478263245e-09,30715,29285,0,1430,30162,305809
139,69,192.54959970005345,91.94431928872974,0.0029,0.0048,0.001,0.0002633581866426,1.0426493611429598e-08,30701,29299,0,1402,30352,121801
140,70,283.9413510019432,72.35346534108756,0.0050999999999999,0.009,0.0012,0.0002027976935862,4.1238516716886905e-06,30564,29436,0,1128,30453,12321
141,70,317.9991373410623,69.14902399101443,0.00390625,0.00439453125,0.00341796875,0.000173654537704,2.644646682612781e-09,30729,29271,0,1458,30287,195364
142,71,242.54143052777297,52.75529351815917,0.072998046875,0.06640625,0.07958984375,0.000399209245015,1.5787535120817147e-06,29412,30588,0,1176,30171,576081
143,71,274.07588928558386,38.90177022678845,0.0709999999999999,0.0678,0.0742,0.0008144037944752,7.800373276677331e-31,31414,28586,0,2828,30334,1166400
144,72,322.73642570709654,168.50137071444087,0.0048,0.0092,0.0004,0.0005373953431603,3.440149390519338e-16,30999,29001,0,1998,30482,267289
145,72,302.83515004904405,318.26992986537505,0.002197265625,0.0029296875,0.00146484375,0.0001422561846458,0.005641471183592,30339,29661,0,678,30292,2209
146,73,172.01797867963052,99.32490246192508,0.0069,0.0104,0.0034,0.0001797324185436,2.644646682612781e-09,30729,29271,0,1458,30439,84100
147,73,268.47921976647893,113.41233413536872,0.04638671875,0.02978515625,0.06298828125,0.0001871619264733,0.0454552948490585,29755,30245,1,490,29611,20736
148,74,240.49221120178584,221.0365759104823,0.0242999999999999,0.0262,0.0224,0.000234001987494,3.906617328839663e-08,30673,29327,0,1346,30418,65025
149,74,328.2079023612338,312.89275512552825,0.075927734375,0.05859375,0.09326171875,8.1053655144e-05,0.0008900988404687,30407,29593,0,814,29665,550564
150,75,185.77303858727788,161.0364307055818,0.0030999999999999,0.0046,0.0016,0.0001325608225854,0.0019177234280989,30380,29620,0,760,30331,2401
151,75,260.79589607747624,205.92116507859728,0.001708984375,0.00146484375,0.001953125,0.0002465651296673,0.0007913550391776,30411,29589,0,822,30247,26896
152,76,313.8197744101741,327.6294102358207,0.01025390625,0.01025390625,0.01025390625,0.0002320911375983,5.495379278865367e-05,30494,29506,0,988,30285,43681
153,76,262.6316955771351,270.7049987331865,0.0032999999999999,0.0062,0.0004,0.000317740373633,1.6248332422229755e-10,30783,29217,0,1566,30402,145161
154,77,248.14444588697103,219.17469967087823,0.019287109375,0.015625,0.02294921875,0.0007022163033672,1.6248332422229755e-10,30783,29217,0,1566,30150,400689
155,77,442.5486331153666,329.00870525657666,0.0482,0.0388,0.0576,0.0005858426727532,0.0012954016599891,29606,30394,0,788,29965,128881
156,78,507.3540305390704,368.0389709086804,0.0048,0.0086,0.001,0.0001772483368993,5.747314507731555e-10,30759,29241,0,1518,30446,97969
157,78,348.71922727679066,424.7271325896541,0.02099609375,0.01318359375,0.02880859375,9.93178149416e-05,0.7011612349143793,29953,30047,1,94,29946,49
158,79,263.96968231396505,64.5080094966871,0.037109375,0.03076171875,0.04345703125,0.0006509555042448,0.075082090387264,30218,29782,1,436,30077,19881
159,79,215.84140449188405,78.51215251298886,0.0558999999999999,0.0774,0.0344,0.001106721345813,1.733643245717855e-34,31500,28500,0,3000,31461,1521
160,80,2.8499822230799468,8.51202126882876,0.3877,0.421,0.3544,0.1048126122312901,0.0,40678,19322,0,21356,35272,29224836
161,80,5.021048881124914,8.51202126882876,0.3388671875,0.3310546875,0.3466796875,0.0885950813553599,0.035155634801063,30258,29742,1,516,32829,6610041
162,81,234.48245033989247,77.75518902720599,0.0054999999999999,0.0076,0.0034,0.0002180118304266,1.2446190347673269e-17,31047,28953,0,2094,30369,459684
163,81,257.07909896788664,59.99099470630893,0.029296875,0.021484375,0.037109375,0.0001925118909577,0.2633106886594782,30137,29863,1,274,29973,26896
164,82,205.52952665694943,102.8538039770874,0.0102999999999999,0.02,0.0006,0.0004731485452921,2.745157572300923e-29,31376,28624,0,2752,30749,393129
165,82,269.13251120851544,105.93101933587774,0.01708984375,0.0126953125,0.021484375,0.0003809823861672,3.1253849948150585e-05,30510,29490,0,1020,30101,167281
166,83,358.3192606582139,97.08130832152216,0.009765625,0.013671875,0.005859375,0.0002866690497528,1.1192498127237642e-05,30538,29462,0,1076,30469,4761
167,83,392.11326905376274,81.8236369780528,0.0169,0.0148,0.019,0.0003187594646351,0.2668114723637181,30136,29864,1,272,30208,5184
168,84,286.6296465611215,236.3781068387281,0.007568359375,0.005859375,0.00927734375,0.0001199596074284,3.6044650558109e-05,30506,29494,0,1012,30193,97969
169,84,278.9268680700743,219.90414754937805,0.0080999999999999,0.014,0.0022,0.0001743617270445,3.569353073999479e-17,31032,28968,0,2064,30556,226576
170,85,401.7101445145971,367.9678839997833,0.011474609375,0.01806640625,0.0048828125,0.0006883572177574,6.0537925566869545e-83,27637,32363,0,4726,30610,8838729
171,85,370.4286113331907,278.1193380663001,0.0026,0.0036,0.0016,0.0001150797193933,0.0001328017415604,30468,29532,0,936,30306,26244
172,86,165.80412280340144,159.3513102691381,0.0443999999999999,0.0482,0.0406,0.000754125169807,1.2161851501738928e-12,30870,29130,0,1740,30581,83521
173,86,163.65268560981198,133.0365279020961,0.048828125,0.05029296875,0.04736328125,0.0005439387892911,0.3035803916807814,29874,30126,1,252,30480,367236
174,87,182.2050725126784,53.01174612852627,0.0191,0.021,0.0172,0.0004861316499221,0.908992435045325,30014,29986,1,28,30407,154449
175,87,178.37997858171917,61.28237287333601,0.017822265625,0.01611328125,0.01953125,0.0005957033542664,5.9088664977600687e-08,30664,29336,0,1328,30235,184041
176,88,216.0645527034931,40.45022133978011,0.017822265625,0.01953125,0.01611328125,0.0003032206348778,9.625862820630285e-06,30542,29458,0,1084,30390,23104
177,88,224.80540793349937,40.62242738079573,0.0058,0.0084,0.0032,0.0001577637933887,2.407327541271135e-13,30897,29103,0,1794,30392,255025
178,89,307.53608626880884,234.4917533444081,0.0471,0.0438,0.0504,8.29243062419e-05,0.1914184252376073,30160,29840,1,320,30240,6400
179,89,331.9744611221458,144.0266315904463,0.0546875,0.05322265625,0.05615234375,0.0004524311708951,0.6416428496128107,30057,29943,1,114,30358,90601
180,90,204.6372048819516,212.2097413334506,0.0020999999999999,0.004,0.0002,0.0001462338009248,1.4517182379813424e-12,30867,29133,0,1734,30347,270400
181,90,195.00876057980625,176.68244178269055,0.010009765625,0.0166015625,0.00341796875,0.0002190250487624,0.0003378281023801,30439,29561,0,878,30595,24336
182,91,291.3807068100418,101.47772986735131,0.0050999999999999,0.0086,0.0016,0.0002209802709759,4.4241901405889487e-11,30807,29193,0,1614,30434,139129
183,91,369.5017952099124,111.42861499154,0.026611328125,0.0498046875,0.00341796875,0.0014319274557349,3.642059778544115e-07,30623,29377,0,1246,31457,695556
184,92,262.85092965893074,84.70160813283843,0.017822265625,0.0166015625,0.01904296875,0.000159724481815,0.1832253967268214,30163,29837,1,326,30249,7396
185,92,285.6108129908107,89.76345788788348,0.0028,0.0044,0.0012,0.0001766612489364,3.734702098237372e-05,30505,29495,0,1010,30336,28561
